 01 01 2017,  0.00 , 10.87
 02 01 2017,  0.00 , 5.86
 03 01 2017,  0.00 , 16.22
 04 01 2017,  0.00 , 20.94
 05 01 2017,  0.00 , 3.66
 06 01 2017,  0.00 , 4.78
 07 01 2017,  0.00 , 2.19
 08 01 2017,  0.00 , 1.94
 09 01 2017,  0.00 , 1.83
 10 01 2017,  0.00 , 3.53
 11 01 2017,  0.00 , 22.69
 12 01 2017,  0.00 , 9.63
 13 01 2017,  0.00 , 11.44
 14 01 2017,  0.00 , 4.60
 15 01 2017,  0.00 , 4.32
 16 01 2017,  0.00 , 3.87
 17 01 2017,  0.00 , 11.95
 18 01 2017,  0.00 , 16.71
 19 01 2017,  0.00 , 13.93
 20 01 2017,  0.00 , 11.68
 21 01 2017,  0.00 , 23.68
 22 01 2017,  1.47 , 17.26
 23 01 2017,  0.00 , 19.13
 24 01 2017,  0.00 , 15.28
 25 01 2017,  0.00 , 14.16
 26 01 2017,  0.00 , 16.14
 27 01 2017,  0.00 , 8.69
 28 01 2017,  0.00 , 6.97
 29 01 2017,  1.44 , 6.81
 30 01 2017,  0.00 , 3.95
 31 01 2017,  0.00 , 3.05
 01 02 2017,  0.00 , 7.96
 02 02 2017,  13.24 , 4.80
 03 02 2017,  0.00 , 2.96
 04 02 2017,  0.00 , 2.24
 05 02 2017,  0.00 , 3.09
 06 02 2017,  0.00 , 7.77
 07 02 2017,  0.00 , 11.15
 08 02 2017,  0.00 , 27.26
 09 02 2017,  0.00 , 6.83
 10 02 2017,  0.00 , 2.61
 11 02 2017,  0.00 , 12.17
 12 02 2017,  0.00 , 10.19
 13 02 2017,  0.00 , 10.15
 14 02 2017,  0.00 , 5.88
 15 02 2017,  0.00 , 8.62
 16 02 2017,  0.00 , 6.20
 17 02 2017,  0.00 , 4.47
 18 02 2017,  0.00 , 9.53
 19 02 2017,  0.00 , 7.81
 20 02 2017,  0.00 , 8.02
 21 02 2017,  0.00 , 5.62
 22 02 2017,  0.00 , 22.24
 23 02 2017,  0.00 , 18.18
 24 02 2017,  0.00 , 14.62
 25 02 2017,  55.61 , 21.81
 26 02 2017,  0.00 , 6.71
 27 02 2017,  0.00 , 5.37
 28 02 2017,  0.00 , 6.58
 01 03 2017,  0.00 , 17.90
 02 03 2017,  0.00 , 15.54
 03 03 2017,  0.04 , 4.19
 04 03 2017,  0.00 , 2.39
 05 03 2017,  0.00 , 1.04
 06 03 2017,  0.00 , 5.13
 07 03 2017,  0.00 , 21.46
 08 03 2017,  0.03 , 23.04
 09 03 2017,  5.55 , 4.73
 10 03 2017,  0.00 , 5.43
 11 03 2017,  0.00 , 2.14
 12 03 2017,  0.00 , 2.94
 13 03 2017,  0.00 , 2.20
 14 03 2017,  0.00 , 6.73
 15 03 2017,  0.00 , 5.26
 16 03 2017,  3.14 , 3.21
 17 03 2017,  0.00 , 3.33
 18 03 2017,  0.00 , 3.92
 19 03 2017,  0.00 , 10.83
 20 03 2017,  0.00 , 6.00
 21 03 2017,  0.00 , 12.87
 22 03 2017,  0.00 , 5.61
 23 03 2017,  0.00 , 1.93
 24 03 2017,  0.00 , 5.95
 25 03 2017,  0.00 , 21.70
 26 03 2017,  0.00 , 19.09
 27 03 2017,  0.00 , 23.90
 28 03 2017,  0.00 , 18.68
 29 03 2017,  0.00 , 13.58
 30 03 2017,  0.00 , 6.66
 31 03 2017,  0.00 , 21.04
 01 04 2017,  0.00 , 22.12
 02 04 2017,  0.00 , 8.11
 03 04 2017,  0.00 , 8.68
 04 04 2017,  0.00 , 22.19
 05 04 2017,  0.00 , 17.57
 06 04 2017,  0.00 , 12.27
 07 04 2017,  0.00 , 19.08
 08 04 2017,  0.00 , 4.87
 09 04 2017,  0.00 , 7.06
 10 04 2017,  0.00 , 14.07
 11 04 2017,  0.00 , 22.20
 12 04 2017,  2.05 , 16.55
 13 04 2017,  0.00 , 8.68
 14 04 2017,  0.00 , 8.33
 15 04 2017,  0.00 , 7.98
 16 04 2017,  53.49 , 24.93
 17 04 2017,  35.38 , 21.37
 18 04 2017,  0.00 , 11.46
 19 04 2017,  0.00 , 8.96
 20 04 2017,  1.62 , 24.69
 21 04 2017,  0.00 , 30.36
 22 04 2017,  0.00 , 11.24
 23 04 2017,  0.00 , 5.89
 24 04 2017,  0.00 , 2.52
 25 04 2017,  0.00 , 10.28
 26 04 2017,  0.00 , 26.61
 27 04 2017,  0.00 , 25.08
 29 04 2017,  0.00 , 15.90
 30 04 2017,  0.00 , 23.50
 01 05 2017,  0.00 , 39.07
 02 05 2017,  0.00 , 17.38
 03 05 2017,  0.00 , 14.49
 04 05 2017,  0.00 , 5.72
 05 05 2017,  0.00 , 22.98
 06 05 2017,  0.00 , 24.12
 07 05 2017,  0.00 , 17.54
 08 05 2017,  30.09 , 7.79
 09 05 2017,  0.00 , 9.16
 10 05 2017,  0.00 , 14.04
 11 05 2017,  0.00 , 9.02
 12 05 2017,  0.00 , 13.41
 13 05 2017,  0.00 , 15.19
 14 05 2017,  0.00 , 15.67
 15 05 2017,  49.95 , 11.36
 16 05 2017,  0.00 , 11.09
 17 05 2017,  0.00 , 20.68
 18 05 2017,  0.00 , 20.48
 19 05 2017,  17.10 , 23.26
 20 05 2017,  0.00 , 16.29
 21 05 2017,  0.00 , 19.97
 22 05 2017,  0.00 , 34.76
 23 05 2017,  0.00 , 10.84
 24 05 2017,  0.00 , 21.11
 25 05 2017,  0.00 , 22.61
 26 05 2017,  0.00 , 22.81
 27 05 2017,  0.00 , 26.30
 28 05 2017,  7.96 , 18.72
 29 05 2017,  655.74 , 26.92
 30 05 2017,  0.00 , 15.39
 31 05 2017,  61.50 , 14.00
 01 06 2017,  0.91 , 16.35
 02 06 2017,  0.58 , 15.02
 03 06 2017,  0.00 , 11.25
 04 06 2017,  0.00 , 9.38
 05 06 2017,  124.88 , 31.64
 06 06 2017,  0.00 , 21.04
 07 06 2017,  0.00 , 23.39
 08 06 2017,  0.00 , 12.36
 09 06 2017,  3.00 , 18.45
 10 06 2017,  0.00 , 22.06
 11 06 2017,  0.00 , 31.16
 12 06 2017,  0.00 , 20.21
 13 06 2017,  0.00 , 27.05
 14 06 2017,  0.00 , 36.56
 15 06 2017,  0.00 , 26.35
 16 06 2017,  25.04 , 42.43
 17 06 2017,  0.00 , 27.33
 18 06 2017,  624.54 , 37.50
 19 06 2017,  350.35 , 45.89
 20 06 2017,  169.74 , 25.06
 21 06 2017,  102.43 , 21.93
 22 06 2017,  5.60 , 20.21
 23 06 2017,  211.74 , 36.79
 24 06 2017,  255.58 , 42.93
 25 06 2017,  749.37 , 25.36
 26 06 2017,  525.27 , 18.33
 27 06 2017,  436.59 , 15.93
 28 06 2017,  404.27 , 16.14
 29 06 2017,  0.00 , 16.46
 30 06 2017,  415.92 , 31.82
 01 07 2017,  68.20 , 29.39
 02 07 2017,  128.16 , 30.06
 03 07 2017,  45.73 , 27.63
 04 07 2017,  7.77 , 21.66
 05 07 2017,  0.00 , 16.86
 06 07 2017,  62.85 , 27.59
 07 07 2017,  103.77 , 30.74
 08 07 2017,  431.10 , 34.81
 09 07 2017,  0.49 , 15.79
 10 07 2017,  0.00 , 20.17
 11 07 2017,  130.47 , 39.31
 12 07 2017,  14.73 , 28.98
 13 07 2017,  627.26 , 43.20
 14 07 2017,  440.85 , 45.25
 15 07 2017,  272.50 , 27.92
 16 07 2017,  0.08 , 22.00
 17 07 2017,  379.50 , 29.82
 18 07 2017,  43.06 , 22.31
 19 07 2017,  0.00 , 16.58
 20 07 2017,  220.16 , 34.61
 21 07 2017,  208.54 , 35.32
 22 07 2017,  136.92 , 28.35
 23 07 2017,  0.00 , 33.22
 24 07 2017,  871.00 , 39.79
 25 07 2017,  126.66 , 34.15
 26 07 2017,  2.34 , 17.19
 27 07 2017,  0.00 , 34.45
 28 07 2017,  486.76 , 32.40
 29 07 2017,  0.00 , 11.71
