#### ESC+< , CTRL+BARRA , CTRL+W, CTRL+Y, ESC+%, CTRL+Y, ENTER, REEMPLAZO, ENTER, ! ########
 12Z 28 09 2017,  1.83 , 12.73
 00Z 29 09 2017,  3.13 , 14.18
 12Z 29 09 2017,  0.00 , 14.32
 00Z 30 09 2017,  3.14 , 14.91
 12Z 30 09 2017,  2.10 , 13.43
 00Z 01 10 2017,  0.00 , 8.74
 12Z 01 10 2017,  0.00 , 8.64
 00Z 02 10 2017,  0.00 , 8.36
 12Z 02 10 2017,  0.00 , 8.56
 00Z 04 10 2017,  0.00 , 13.12
 12Z 04 10 2017,  0.00 , 30.91
 00Z 05 10 2017,  274.83 , 43.16
 12Z 05 10 2017,  0.00 , 15.27
 00Z 06 10 2017,  0.00 , 15.35
 12Z 06 10 2017,  0.00 , 32.32
 00Z 07 10 2017,  0.00 , 29.30
 12Z 07 10 2017,  1.76 , 40.74
 00Z 08 10 2017,  0.00 , 23.12
 12Z 08 10 2017,  7.21 , 24.94
 00Z 09 10 2017,  0.00 , 18.63
 12Z 09 10 2017,  0.00 , 51.70
 00Z 10 10 2017,  6.78 , 31.35
 12Z 10 10 2017,  0.00 , 12.21
 00Z 11 10 2017,  18.85 , 29.30
 12Z 11 10 2017,  0.00 , 25.48
 00Z 12 10 2017,  0.00 , 30.72
 12Z 12 10 2017,  0.00 , 27.18
 00Z 13 10 2017,  0.00 , 27.89
 12Z 13 10 2017,  0.00 , 22.62
 00Z 14 10 2017,  0.00 , 19.59
 12Z 14 10 2017,  0.00 , 28.21
 00Z 15 10 2017,  0.00 , 36.31
 12Z 15 10 2017,  0.00 , 36.78
 00Z 16 10 2017,  46.43 , 24.91
 12Z 16 10 2017,  0.00 , 8.89
