28 09 2017,  1.83 , 12.73
29 09 2017,  0.00 , 14.32
30 09 2017,  2.10 , 13.43
01 10 2017,  0.00 , 8.64
02 10 2017,  0.00 , 8.56
04 10 2017,  0.00 , 30.91
05 10 2017,  0.00 , 15.27
06 10 2017,  0.00 , 32.32
07 10 2017,  1.76 , 40.74
08 10 2017,  7.21 , 24.94
09 10 2017,  0.00 , 51.70
10 10 2017,  0.00 , 12.21
11 10 2017,  0.00 , 25.48
12 10 2017,  0.00 , 27.18
13 10 2017,  0.00 , 22.62
14 10 2017,  0.00 , 28.21
15 10 2017,  0.00 , 36.78
16 10 2017,  0.00 , 8.89
17 10 2017,  0.00 , 10.18
18 10 2017,  0.00 , 15.12
19 10 2017,  0.00 , 11.10
20 10 2017,  0.00 , 13.70
21 10 2017,  0.00 , 9.99
22 10 2017,  0.00 , 14.90
23 10 2017,  0.00 , 14.63
24 10 2017,  0.00 , 19.52
25 10 2017,  0.00 , 11.99
27 10 2017,  0.00 , 14.32
28 10 2017,  0.00 , 20.06
29 10 2017,  0.00 , 19.93
30 10 2017,  0.00 , 10.34
31 10 2017,  0.00 , 8.25
01 11 2017,  0.00 , 10.36
02 11 2017, ,
03 11 2017,  0.00 , 24.71
05 11 2017,  0.00 , 27.65
06 11 2017,  0.00 , 23.53
07 11 2017,  0.00 , 12.99
08 11 2017,  0.00 , 5.78
09 11 2017,  0.00 , 6.25
10 11 2017,  0.00 , 2.74
11 11 2017,  0.00 , 4.10
12 11 2017,  0.00 , 11.46
13 11 2017,  0.00 , 14.16
14 11 2017,  26.85 , 8.87
15 11 2017,  0.00 , 10.72
16 11 2017,  0.00 , 10.40
17 11 2017,  0.00 , 3.23
18 11 2017,  0.00 , 20.32
19 11 2017,  0.06 , 10.98
20 11 2017,  0.00 , 5.48
21 11 2017,  0.00 , 6.38
22 11 2017,  0.00 , 7.33
23 11 2017,  0.00 , 7.93
24 11 2017,  0.00 , 13.11
25 11 2017,  0.00 , 17.05
26 11 2017,  0.00 , 5.13
27 11 2017,  0.00 , 5.56
28 11 2017,  0.00 , 14.27
29 11 2017,  0.00 , 4.24
30 11 2017,  0.00 , 5.10
01 12 2017,  1.36 , 6.26
02 12 2017,  0.00 , 7.52
03 12 2017,  0.00 , 8.59
04 12 2017,  0.00 , 9.09
05 12 2017,  0.00 , 26.90
06 12 2017,  0.00 , 6.70
07 12 2017,  0.00 , 5.72
08 12 2017,  0.00 , 5.92
09 12 2017,  0.00 , 6.23
10 12 2017,  0.00 , 5.70
11 12 2017,  0.00 , 4.95
12 12 2017,  0.00 , 8.85
13 12 2017,  0.00 , 3.29
14 12 2017,  0.00 , 2.89
15 12 2017,  0.00 , 4.02
16 12 2017,  0.00 , 6.35
17 12 2017,  0.00 , 8.69
18 12 2017,  0.00 , 15.44
19 12 2017,  1.87 , 14.99
